"Note: variables that are named the same were recorded across multiple time points. Time point is indicated by a "".x"" at end of each repeated variable, where ""x"" is the corresponding wave of data collection (e.g., PFINeighEmpathy.1, PFINeighEmpathy.2, etc)",,
"Note: first set of variables with no ""."" at the end reflect demographics taken from multiple time points to make a single variable (mostly taken from time 1, 2, and 3)",,
Variable,Label,Values
MoneyDonated.6,"In the last 7 days, how much money have you contributed to charities that try to help people affected by the pandemic?",
Currency.6,What type of currency was this?,
MostImportant.6,What do you think is the most important thing to do right now?,"1 = reduce global spread of virus, 2 = reduce spread of virus within country, 3 = save lives of people who get sick, 4 = save jobs and businesses disrupted by the pandemic, 5 = help families that have lost jobs and income"
discounting.6,"If you could get $1000 from the government in a week or $2000 in the government in a month, which would you prefer?",
Askingforhelp1.6,How likely are you to ask your friends and family for help in the following areas during the COVID19 pandemic? - Asking for money,
Askingforhelp2.6,ask for up to date information,
Askingforhelp3.6,ask for food supplies,
Askingforhelp4.6,ask for medical advice,
Askingforhelp5.6,ask for medical care,
Askingforhelp6.6,ask for Help with childcare,
Askingforhelp7.6,ask for emotional or psychological support,
Givinghelp1.6,How likely are you to give help to your friends and family in the following areas during the COVID19 pandemic? - Helping by sending money,
Givinghelp2.6,give with up to date information,
Givinghelp3.6,give Food supplies,
Givinghelp4.6,give medical advice,
Givinghelp5.6,give medical care,
Givinghelp6.6,help with childcare,
Givinghelp7.6,giving emotional or psychological support,
MaskAttitudes1.6,I wear a face mask when going out in public to keep myself from getting sick,
MaskAttitudes2.6,Seeing people in public wearing face masks makes me feel safe,
MaskAttitudes3.6,Seeing people in public wearing face masks makes me feel anxious,
MaskAttitudes4.6,Wearing a face mask when going out in public is the right thing to do,
MaskAttitudes5.6, I wear a face mask when going out in public to prevent others from getting sick in case I may be infected but don't know it yet,
WearMask.6,Are you more or less likely to wear a mask in public than you were 2 weeks ago?,
NeighborMasks.6,Do you see people in your neighborhood wearing face masks more or less now compared to 2 weeks ago?,
ImportantHelp1.6,What are some of the most important ways in which you are helping others during this time?,
ImportantHelp2.6,What are some of the most important ways in which you are helping others during this time?,
ImportantHelp3.6,What are some of the most important ways in which you are helping others during this time?,
ImportantHelp4.6,What are some of the most important ways in which you are helping others during this time?,
ImportantHelp5.6,What are some of the most important ways in which you are helping others during this time?,
ImportantHelpMe1.6,What are some of the most important ways in which others are helping you during this time?,
ImportantHelpMe2.6,What are some of the most important ways in which others are helping you during this time?,
ImportantHelpMe3.6,What are some of the most important ways in which others are helping you during this time?,
ImportantHelpMe4.6,What are some of the most important ways in which others are helping you during this time?,
ImportantHelpMe5.6,What are some of the most important ways in which others are helping you during this time?,
StartedPreparing.7,Have you started preparing for the Pandemic?,"0 = No, 1 = Yes"
W5eeksAgoPrepare.7,How many weeks ago did you start preparing for the COVID19 pandemic?,
Cause.7,What caused you to start preparing for the pandemic?,
Information1.7,"After you decided to begin preparing, where did you seek information about how to prepare?",
Information2.7,"After you decided to begin preparing, where did you seek information about how to prepare?",
Information3.7,"After you decided to begin preparing, where did you seek information about how to prepare?",
Information4.7,"After you decided to begin preparing, where did you seek information about how to prepare?",
Information5.7,"After you decided to begin preparing, where did you seek information about how to prepare?",
Whatdidyoudo1.7,What did you do to prepare?,
Whatdidyoudo2.7,What did you do to prepare?,
Whatdidyoudo3.7,What did you do to prepare?,
Whatdidyoudo4.7,What did you do to prepare?,
Whatdidyoudo5.7,What did you do to prepare?,
ContractedCovid.7,Have you contracted COVID-19?,"1 = no, 2 = maybe, 3 = yes "
WeeksSinceCovid.7,If yes or maybe how many weeks ago did you contract COVID-19?,
TestedCovid.7,If yes or maybe have you tested positive?,
KnowSomeoneInfected.7,Do you personally know of someone who has contracted COVID-19?,"1 = no, 2 = not sure, 3 = yes"
ShareExp.7,is there anything else you would like to share about yourself or someone you know having or possibly having COVID-19?,
Stress.7,How stressed do you currently feel dealing with changes caused by COVID19?,
PerceptionsRisk.7,How likely do you think it is that you will become infected with COVID19?,
Riskmanagementtransfer.7,I am likely to ask parents or friends for help dealing with the COVID19 pandemic,
Riskmanagementretention.7,I have been stocking up on food and supplies so that I am prepared for the COVID19 pandemic.,
Riskmanagementreduction.7,I try to reduce my risk of getting COVID19 by doing things like washing my hands often,
Riskmanagementavoid.7,"I completely avoid situations that could put me at risk of contracting COVID19, like avoiding going to the grocery store when it is crowded.",
FutureWorld.7,How much are you thinking about climate change and other global sustainability issues that will have an impact on the world in the next 10-20 years?,
FoodHave.7,How many days of food do you currently have for your household?,
FoodWant.7,How many days of food would you like to have for your household?,
Back2Normal.7,When do you think life will get back to normal?,
PFINeighEmpathy.7,"When my neighborhood succeeds, I feel good.",
PFINeighSharedFate.7,My neighborhood and I rise and fall together,
WillingnessNeigh.7,"Someone from your neighborhood is having their house fixed, so it isn't livable. How willing would you be to let them move into your house for a week?",
NBTNeigh.7, Helping someone from my neighborhood when they are in need is the right thing to do.,
PFIHumanityEmpathy.7,"When all of humanity succeeds, I feel good.",
PFIHumanitySharedFate.7, All of humanity and I rise and fall together,
WillingnessHumanity.7,"A person who is not a citizen of your own country is having their house fixed, so it isn't livable. How willing would you be to let them move into your house for a week?",
NBTHumanity.7,Helping a person who is not a citizen of your own country when they are in need is the right thing to do.,
Isolate1.7, I can have a significant impact on limiting the spread of the virus by isolating myself at home and washing my hands frequently.,
Isolate2.7,I can significantly reduce my own risk of becoming infected by the virus by isolating myself at home and washing my hands frequently.,
Isolate3.7,Most people in my community are isolating themselves in their homes.,
Altruistic.7,What is more altruistic at this time?,
HoursworkedOutside.7,"In the last 7 days, how many hours have you worked outside your home (in paid employment)?",
HoursWorkHome.7,"In the last 7 days, how many hours in total have you worked from home (in any way that brings in income or builds your career)?",
HoursSpentOthers.7,"In the last 7 days, how many hours have you spent in places with many other people, such as in schools, stores, or public transport?",
HoursInContact.7,"In the last 7 days, how many hours have you spent in contact with friends or family through phone calls, video chat, texting, or writing/reading emails?",
HoursVolunteer.7,"In the last 7 days, how many hours have you volunteered to help people affected by the pandemic?",
MoneyDonated.7,"In the last 7 days, how much money have you contributed to charities that try to help people affected by the pandemic?",
Currency.7,What type of currency was this?,
MostImportant.7,What do you think is the most important thing to do right now?,"1 = reduce global spread of virus, 2 = reduce spread of virus within country, 3 = save lives of people who get sick, 4 = save jobs and businesses disrupted by the pandemic, 5 = help families that have lost jobs and income"
discounting.7,"If you could get $1000 from the government in a week or $2000 in the government in a month, which would you prefer?",
Askingforhelp1.7,How likely are you to ask your friends and family for help in the following areas during the COVID19 pandemic? - Asking for money,
Askingforhelp2.7,ask for up to date information,
Askingforhelp3.7,ask for food supplies,
Askingforhelp4.7,ask for medical advice,
Askingforhelp5.7,ask for medical care,
Askingforhelp6.7,ask for Help with childcare,
Askingforhelp7.7,ask for emotional or psychological support,
Givinghelp1.7,How likely are you to give help to your friends and family in the following areas during the COVID19 pandemic? - Helping by sending money,
Givinghelp2.7,give with up to date information,
Givinghelp3.7,give Food supplies,
Givinghelp4.7,give medical advice,
Givinghelp5.7,give medical care,
Givinghelp6.7,help with childcare,
Givinghelp7.7,giving emotional or psychological support,
MaskAttitudes1.7,I wear a face mask when going out in public to keep myself from getting sick,
MaskAttitudes2.7,Seeing people in public wearing face masks makes me feel safe,
MaskAttitudes3.7,Seeing people in public wearing face masks makes me feel anxious,
MaskAttitudes4.7,Wearing a face mask when going out in public is the right thing to do,
MaskAttitudes5.7, I wear a face mask when going out in public to prevent others from getting sick in case I may be infected but don't know it yet,
WearMask.7,Are you more or less likely to wear a mask in public than you were 2 weeks ago?,
NeighborMasks.7,Do you see people in your neighborhood wearing face masks more or less now compared to 2 weeks ago?,
ImportantHelp1.7,What are some of the most important ways in which you are helping others during this time?,
ImportantHelp2.7,What are some of the most important ways in which you are helping others during this time?,
ImportantHelp3.7,What are some of the most important ways in which you are helping others during this time?,
ImportantHelp4.7,What are some of the most important ways in which you are helping others during this time?,
ImportantHelp5.7,What are some of the most important ways in which you are helping others during this time?,
ImportantHelpMe1.7,What are some of the most important ways in which others are helping you during this time?,
ImportantHelpMe2.7,What are some of the most important ways in which others are helping you during this time?,
ImportantHelpMe3.7,What are some of the most important ways in which others are helping you during this time?,
ImportantHelpMe4.7,What are some of the most important ways in which others are helping you during this time?,
ImportantHelpMe5.7,What are some of the most important ways in which others are helping you during this time?,
StartedPreparing.8,Have you started preparing for the Pandemic?,"0 = No, 1 = Yes"
W5eeksAgoPrepare.8,How many weeks ago did you start preparing for the COVID19 pandemic?,
Cause.8,What caused you to start preparing for the pandemic?,
Information1.8,"After you decided to begin preparing, where did you seek information about how to prepare?",
Information2.8,"After you decided to begin preparing, where did you seek information about how to prepare?",
Information3.8,"After you decided to begin preparing, where did you seek information about how to prepare?",
Information4.8,"After you decided to begin preparing, where did you seek information about how to prepare?",
Information5.8,"After you decided to begin preparing, where did you seek information about how to prepare?",
Whatdidyoudo1.8,What did you do to prepare?,
Whatdidyoudo2.8,What did you do to prepare?,
Whatdidyoudo3.8,What did you do to prepare?,
Whatdidyoudo4.8,What did you do to prepare?,
Whatdidyoudo5.8,What did you do to prepare?,
ContractedCovid.8,Have you contracted COVID-19?,"1 = no, 2 = maybe, 3 = yes "
WeeksSinceCovid.8,If yes or maybe how many weeks ago did you contract COVID-19?,
TestedCovid.8,If yes or maybe have you tested positive?,
KnowSomeoneInfected.8,Do you personally know of someone who has contracted COVID-19?,"1 = no, 2 = not sure, 3 = yes"
ShareExp.8,is there anything else you would like to share about yourself or someone you know having or possibly having COVID-19?,
Stress.8,How stressed do you currently feel dealing with changes caused by COVID19?,
PerceptionsRisk.8,How likely do you think it is that you will become infected with COVID19?,
Riskmanagementtransfer.8,I am likely to ask parents or friends for help dealing with the COVID19 pandemic,
Riskmanagementretention.8,I have been stocking up on food and supplies so that I am prepared for the COVID19 pandemic.,
Riskmanagementreduction.8,I try to reduce my risk of getting COVID19 by doing things like washing my hands often,
Riskmanagementavoid.8,"I completely avoid situations that could put me at risk of contracting COVID19, like avoiding going to the grocery store when it is crowded.",
FutureWorld.8,How much are you thinking about climate change and other global sustainability issues that will have an impact on the world in the next 10-20 years?,
FoodHave.8,How many days of food do you currently have for your household?,
FoodWant.8,How many days of food would you like to have for your household?,
Back2Normal.8,When do you think life will get back to normal?,
PFINeighEmpathy.8,"When my neighborhood succeeds, I feel good.",
PFINeighSharedFate.8,My neighborhood and I rise and fall together,
WillingnessNeigh.8,"Someone from your neighborhood is having their house fixed, so it isn't livable. How willing would you be to let them move into your house for a week?",
NBTNeigh.8, Helping someone from my neighborhood when they are in need is the right thing to do.,
PFIHumanityEmpathy.8,"When all of humanity succeeds, I feel good.",
PFIHumanitySharedFate.8, All of humanity and I rise and fall together,
WillingnessHumanity.8,"A person who is not a citizen of your own country is having their house fixed, so it isn't livable. How willing would you be to let them move into your house for a week?",
NBTHumanity.8,Helping a person who is not a citizen of your own country when they are in need is the right thing to do.,
Isolate1.8, I can have a significant impact on limiting the spread of the virus by isolating myself at home and washing my hands frequently.,
Isolate2.8,I can significantly reduce my own risk of becoming infected by the virus by isolating myself at home and washing my hands frequently.,
Isolate3.8,Most people in my community are isolating themselves in their homes.,
Altruistic.8,What is more altruistic at this time?,
HoursworkedOutside.8,"In the last 7 days, how many hours have you worked outside your home (in paid employment)?",
HoursWorkHome.8,"In the last 7 days, how many hours in total have you worked from home (in any way that brings in income or builds your career)?",
HoursSpentOthers.8,"In the last 7 days, how many hours have you spent in places with many other people, such as in schools, stores, or public transport?",
HoursInContact.8,"In the last 7 days, how many hours have you spent in contact with friends or family through phone calls, video chat, texting, or writing/reading emails?",
HoursVolunteer.8,"In the last 7 days, how many hours have you volunteered to help people affected by the pandemic?",
MoneyDonated.8,"In the last 7 days, how much money have you contributed to charities that try to help people affected by the pandemic?",
Currency.8,What type of currency was this?,
MostImportant.8,What do you think is the most important thing to do right now?,"1 = reduce global spread of virus, 2 = reduce spread of virus within country, 3 = save lives of people who get sick, 4 = save jobs and businesses disrupted by the pandemic, 5 = help families that have lost jobs and income"
discounting.8,"If you could get $1000 from the government in a week or $2000 in the government in a month, which would you prefer?",
Askingforhelp1.8,How likely are you to ask your friends and family for help in the following areas during the COVID19 pandemic? - Asking for money,
Askingforhelp2.8,ask for up to date information,
Askingforhelp3.8,ask for food supplies,
Askingforhelp4.8,ask for medical advice,
Askingforhelp5.8,ask for medical care,
Askingforhelp6.8,ask for Help with childcare,
Askingforhelp7.8,ask for emotional or psychological support,
Givinghelp1.8,How likely are you to give help to your friends and family in the following areas during the COVID19 pandemic? - Helping by sending money,
Givinghelp2.8,give with up to date information,
Givinghelp3.8,give Food supplies,
Givinghelp4.8,give medical advice,
Givinghelp5.8,give medical care,
Givinghelp6.8,help with childcare,
Givinghelp7.8,giving emotional or psychological support,
MaskAttitudes1.8,I wear a face mask when going out in public to keep myself from getting sick,
MaskAttitudes2.8,Seeing people in public wearing face masks makes me feel safe,
MaskAttitudes3.8,Seeing people in public wearing face masks makes me feel anxious,
MaskAttitudes4.8,Wearing a face mask when going out in public is the right thing to do,
MaskAttitudes5.8, I wear a face mask when going out in public to prevent others from getting sick in case I may be infected but don't know it yet,
WearMask.8,Are you more or less likely to wear a mask in public than you were 2 weeks ago?,
NeighborMasks.8,Do you see people in your neighborhood wearing face masks more or less now compared to 2 weeks ago?,
ImportantHelp1.8,What are some of the most important ways in which you are helping others during this time?,
ImportantHelp2.8,What are some of the most important ways in which you are helping others during this time?,
ImportantHelp3.8,What are some of the most important ways in which you are helping others during this time?,
ImportantHelp4.8,What are some of the most important ways in which you are helping others during this time?,
ImportantHelp5.8,What are some of the most important ways in which you are helping others during this time?,
ImportantHelpMe1.8,What are some of the most important ways in which others are helping you during this time?,
ImportantHelpMe2.8,What are some of the most important ways in which others are helping you during this time?,
ImportantHelpMe3.8,What are some of the most important ways in which others are helping you during this time?,
ImportantHelpMe4.8,What are some of the most important ways in which others are helping you during this time?,
ImportantHelpMe5.8,What are some of the most important ways in which others are helping you during this time?,
ContractedCovid.9,Have you contracted COVID-09?,
WeeksSinceCovid.9,If yes or maybe how many weeks ago did you contract COVID-19? Numbers only.,
TestedCovid.9,If yes or maybe have you tested positive?,
KnowSomeoneInfected.9,Do you personally know of someone who has been diagnosed by a physician or tested positive for COVID-19?,
HowManyInfected.9,"If yes or not sure, how many people do you personally know who have been diagnosed by a physician or tested positive for COVID-19? Please enter a whole number.",
CouldInfect.9,"How much do you agree with the following statement? If I get sick with COVID-19, I could infect people who are more vulnerable than me (e.g., elderly people, hospital patients).",
SafetyProtests.9,How concerned are you about your own safety or the safety of your family given the current protests/political unrest in your country related to the death of George Floyd?,
MoneyProtests.9,"In the last several weeks, how much money have you donated to help the recent protests/demonstrations or causes/organizations related to the death of George Floyd?",
CurrencyProtests.9,In what currency?,
ParticipatedProtests.9,Have you participated in protests/demonstrations related to the death of George Floyd in the last several weeks?,
LikelyToProtests.9,How likely are you to participate in protests/demonstrations related to the death of George Floyd?,
COVIDaffectProtest.9,How much has COVID-19 affected your decision to participate or not in protests/demonstrations related to the death of George Floyd?,
RiskProtests1.9,I am likely to ask parents or friends for help dealing with the current political unrest/protests.,
RiskProtests2.9,I have been stocking up on supplies so that I am prepared to keep myself safe during the current political unrest/protests.,
RiskProtests3.9,"I completely avoid situations that could put my safety at risk, like avoiding attending protests and demonstrations.",
RiskProtests4.9,"I manage my risk of being part of protests and demonstrations, for example by wearing a mask, using hand sanitizer and keeping distance from others.",
RiskProtests5.9,Taking part in protests is more important than keeping my risk of coronavirus low,
Stress.9,How stressed do you currently feel dealing with changes caused by COVID19?,
PerceptionsRisk.9,How likely do you think it is that you will become infected with COVID19?,
Riskmanagementtransfer.9,I am likely to ask parents or friends for help dealing with the COVID19 pandemic,
Riskmanagementretention.9,I have been stocking up on food and supplies so that I am prepared for the COVID19 pandemic.,
Riskmanagementreduction.9,I try to reduce my risk of getting COVID19 by doing things like washing my hands often.,
Riskmanagementavoid.9,"I completely avoid situations that could put me at risk of contracting COVID19, like avoiding going to the grocery store when it is crowded.",
FutureWorld.9,How much are you thinking about climate change and other global sustainability issues that will have an impact on the world in the next 10-20 years?,
FoodHave.9,How many days of food do you currently have for your household? Numbers only.,
FoodWant.9,How many days of food would you like to have for your household? Numbers only.,
Back2Normal.9,When do you think life will get back to normal?,
PFINeighEmpathy.9,"When my neighborhood succeeds, I feel good.",
PFINeighSharedFate.9,My neighborhood and I rise and fall together,
WillingnessNeigh,"Someone from your neighborhood is having their house fixed, so it isn't livable. How willing would you be to let them move into your house for a week?",
NBTNeigh,Helping someone from my neighborhood when they are in need is the right thing to do.,
PFIHumanityEmpathy.9,"When all of humanity succeeds, I feel good.",
PFIHumanitySharedFate.9,All of humanity and I rise and fall together,
WillingnessHumanity.9,"A person who is not a citizen of your own country is having their house fixed, so it isn't livable. How willing would you be to let them move into your house for a week?",
NBTHumanity.9,Helping a person who is not a citizen of your own country when they are in need is the right thing to do.,
Askingforhelp1.9,How likely are you to ask your friends and family for help in the following areas during the COVID19 pandemic? Asking for money,
Askingforhelp2.9,How likely are you to ask your friends and family for help in the following areas during the COVID19 pandemic? Asking for up to date information,
Askingforhelp3.9,How likely are you to ask your friends and family for help in the following areas during the COVID19 pandemic? Asking for food supplies,
Askingforhelp4.9,How likely are you to ask your friends and family for help in the following areas during the COVID19 pandemic? Asking for medical advice,
Askingforhelp5.9,How likely are you to ask your friends and family for help in the following areas during the COVID19 pandemic? Asking for medical care,
Askingforhelp6.9,How likely are you to ask your friends and family for help in the following areas during the COVID19 pandemic? Asking for help with childcare,
Askingforhelp7.9,How likely are you to ask your friends and family for help in the following areas during the COVID19 pandemic? Asking for emotional or psychological support,
Givinghelp1.9,How likely are you to give help to your friends and family in the following areas during the COVID19 pandemic? Helping by sending money,
Givinghelp2.9,How likely are you to give help to your friends and family in the following areas during the COVID19 pandemic? Helping by giving up to date information,
Givinghelp3.9,How likely are you to give help to your friends and family in the following areas during the COVID19 pandemic? Helping by giving food supplies,
Givinghelp4.9,How likely are you to give help to your friends and family in the following areas during the COVID19 pandemic? Helping with medical advice,
Givinghelp5.9,How likely are you to give help to your friends and family in the following areas during the COVID19 pandemic? Helping with medical care,
Givinghelp6.9,How likely are you to give help to your friends and family in the following areas during the COVID19 pandemic? Helping with childcare,
Givinghelp7.9,How likely are you to give help to your friends and family in the following areas during the COVID19 pandemic? Helping by giving emotional or psychological support,
"Since March 11, when COVID-19 was declared a global pandemic, how many times have you helped others that you know (e.g., family, friends, neighbors) because of the following reasons? Do not include money that you donated to charity, or time you spent volunteering.",,
TimesHelpGiven1.9,Giving money to somebody you know who needs it,
TimesHelpGiven2.9,Providing up to date information,
TimesHelpGiven3.9,Providing food or water,
TimesHelpGiven4.9,Providing cleaning supplies,
TimesHelpGiven5.9,Providing medical supplies,
TimesHelpGiven6.9,Providing help with childcare,
TimesHelpGiven7.9,Providing emotional support,
"Since March 11, when COVID-19 was declared a global pandemic, how many times have you received help from others that you know (e.g., family, friends, neighbors) because of the following reasons? Do not include goods received from charities, or time strangers volunteered.",,
HelpReceived1.9,Receiving money from somebody you know when you needed it,
HelpReceived2.9,Receiving up to date information,
HelpReceived3.9,Receiving food or water,
HelpReceived4.9,Receiving cleaning supplies,
HelpReceived5.9,Receiving medical supplies,
HelpReceived6.9,Receiving help with childcare,
HelpReceived7.9,Receiving emotional support,
ReceivedCharity.9,"Since March 11, when COVID-19 was declared a global pandemic, how many times have you received assistance or goods from charities?",
GivenCharity.9,"Since March 11, when COVID-19 was declared a global pandemic, how many times have you donated money, goods or your time to charities?",
Motivations1.9,I help others because I feel compassion toward people in need,
Motivations2.9,People with whom I am close place a high value on helping others,
Motivations3.9,Helping others puts too much of a strain on me,
Motivations4.9,Helping others enables me to obtain recognition,
Motivations5.9,Helping others makes me feel happy,
Motivations6.9,"When I give money to charitable causes, I find it important that 100% of my contribution goes to the beneficiaries and will not be used for overhead",
Motivations7.9,Sometimes I help others because I see other people helping on social media and I feel pressured or guilty.,
Motivations8.9,"When I help others, I do so with my heart rather than my head",
Motivations9.9,My religion is an important driver for my helping behavior,
Motivations10.9,I help others because I have so much in my life to be thankful for,
Motivations11.9,I help others to decrease the injustice in this world,
Motivations12.9,Sometimes I help others because I see other people helping on social media and I feel pressured or guilty.,
Isolate1.9,I can have a significant impact on limiting the spread of the virus by isolating myself at home and washing my hands frequently.,
Isolate2.9,I can significantly reduce my own risk of becoming infected by the virus by isolating myself at home and washing my hands frequently.,
Isolate3.9,Most people in my community are isolating themselves in their homes.,
Altruistic.9,What is more altruistic at this time?,
HoursworkedOutside.9,"In the last 7 days, how many hours have you worked outside your home (in paid employment)?",
HoursWorkHome.9,"In the last 7 days, how many hours in total have you worked from home (in any way that brings in income or builds your career)?",
HoursSpentOthers.9,"In the last 7 days, how many hours have you spent in places with many other people, such as in schools, stores, or public transport?",
HoursInContact.9,"In the last 7 days, how many hours have you spent in contact with friends or family through phone calls, video chat, texting, or writing/reading emails?",
HoursVolunteer.9,"In the last 7 days, how many hours have you volunteered to help people affected by the pandemic?",
MoneyDonated.9,"In the last 7 days, how much money have you contributed to charities that try to help people affected by the pandemic?",
Currency.9,What type of currency was this?,
MostImportant.9,What do you think is the most important thing to do right now?,
discounting.9,"If you could get $1000 from the government in a week or $2000 in the government in a month, which would you prefer?",
Chaos1.9,I get a kick when natural disasters strike in foreign countries,
Chaos2.9,I fantasize about a natural disaster wiping out most of humanity such that a small group of people can start all over,
Chaos3.9,I think society should be burned to the ground,
Chaos4.9,"When I think about our political and social institutions, I cannot help thinking just let them all burn",
Chaos5.9,"We cannot fix the problems in our societal institutions, we need to tear them down and start over",
Chaos6.9,I need chaos around me - it is too boring if nothing is going on,
Chaos7.9,Sometimes I just feel like destroying beautiful things,
Chaos8.9,There is no right and wrong in the world,
Chaos9.9,"When I think about our current political and social institutions, I feel proud",
Chaos10.9,"I believe that we can fix the problems in our societal institutions, it just takes hard work",
Chaos11.9,I do not feel good unless there is order around me - I do not like chaotic situations,
Chaos12.9,I think we should all work together to preserve the beauty and order of the world we live in,
FutureConsequences1.9,I often engage in activities to achieve outcomes that may not result for many years.,
FutureConsequences2.9,"I only act to satisfy present concerns, figuring the future will take care of itself.",
FutureConsequences3.9,My behavior is only influenced by the short-term (a matter of days or weeks) outcomes of my actions.,
FutureConsequences4.9,I generally ignore warnings about possible future problems because I think the problems will be resolved before they reach crisis level.,
FutureConsequences5.9,I think that sacrificing now is usually unnecessary since future outcomes can be dealt with at a later time.,
FutureConsequences6.9,"I only act to satisfy immediate concerns, figuring that I will take care of future problems that may occur at a later date.",
FutureConsequences7.9,My day to day work is more important to me than behavior that has distant outcomes.,
"Since March 11, when COVID-19 was declared a global pandemic:",,
FoodInsecurity1.9,I worried whether my food would run out before I was able to get more.,
FoodInsecurity2.9,I cut the size of meals or skipped meals because there was not enough food.,
FoodInsecurity3.9,I lost weight because there was not enough food.,
Housing1.9,I did not pay full amount of rent or mortgage,
Housing2.9,I did not pay full amount of utilities,
Housing3.9,I moved in with people due to financial problems,
Homeless.9,have you experienced homelessness?,
GreenSettings.9,"have you utilized green settings such as parks, gardens, forests, waterbodies, etc. to find peace, relax or de-stress?",
OutdoorRec.9,"To cope with the disruptions and increased demands of COVID-19, have you turned to outdoor recreation to take care of yourself and support your physical or mental health?",
MaskAttitudes1.9,I wear a face mask when going out in public to keep myself from getting sick,
MaskAttitudes2.9,Seeing people in public wearing face masks makes me feel safe,
MaskAttitudes3.9,Seeing people in public wearing face masks makes me feel anxious,
MaskAttitudes4.9,Wearing a face mask when going out in public is the right thing to do,
MaskAttitudes5.9,I wear a face mask when going out in public to prevent others from getting sick in case I may be infected but dont know it yet,
WearMask.9,Are you more or less likely to wear a mask in public than you were 2 weeks ago?,
NeighborMasks.9,Do you see people in your neighborhood wearing masks more or less now compared to 2 weeks ago?,
OccupationPandemic.10,What best describes your occupational situation during the COVID-19 Pandemic?,
ContractedCovid.10,Have you contracted COVID-19?,
WeeksSinceCovid.10,If yes or maybe how many weeks ago did you contract COVID-19? Numbers only.,
TestedCovid.10,If yes or maybe have you tested positive?,
HowManyInfected.10,How many people do you personally know who have been diagnosed by a physician or tested positive for COVID-19? Please enter a whole number.,
Stress.10,How stressed do you currently feel dealing with changes caused by COVID19?,
PerceptionsRisk.10,How likely do you think it is that you will become infected with COVID19?,
Riskmanagementtransfer.10,I am likely to ask parents or friends for help dealing with the COVID19 pandemic,
Riskmanagementretention.10,I have been stocking up on food and supplies so that I am prepared for the COVID19 pandemic.,
Riskmanagementreduction.10,I try to reduce my risk of getting COVID19 by doing things like washing my hands often.,
Riskmanagementavoid.10,"I completely avoid situations that could put me at risk of contracting COVID19, like avoiding going to the grocery store when it is crowded.",
FutureWorld.10, How much are you thinking about climate change and other global sustainability issues that will have an impact on the world in the next 10-20 years?,
FoodHave.10,How many days of food do you currently have for your household? Numbers only.,
FoodWant.10,How many days of food would you like to have for your household? Numbers only.,
Back2Normal.10,When do you think life will get back to normal?,
Isolate1.10,I can have a significant impact on limiting the spread of the virus by isolating myself at home and washing my hands frequently.,
Isolate2.10,I can significantly reduce my own risk of becoming infected by the virus by isolating myself at home and washing my hands frequently.,
Isolate3.10,Most people in my community are isolating themselves in their homes.,
Altruistic.10,What is more altruistic at this time?,
HoursworkedOutside.10,"In the last 7 days, how many hours have you worked outside your home (in paid employment)? - Number of hours",
HoursWorkHome.10,"In the last 7 days, how many hours in total have you worked from home (in any way that brings in income or builds your career)? - Number of hours",
HoursSpentOthers.10,"In the last 7 days, how many hours have you spent in places with many other people, such as in schools, stores, or public transport? - Number of hours",
HoursInContact.10,"In the last 7 days, how many hours have you spent in contact with friends or family through phone calls, video chat, texting, or writing/reading emails? - Number of hours",
HoursVolunteer.10,"In the last 7 days, how many hours have you volunteered to help people affected by the pandemic? - Number of hours",
MoneyDonated.10,"In the last 7 days, how much money have you contributed to charities that try to help people affected by the pandemic?",
Currency.10,What type of currency was this?,
MostImportant.10,What do you think is the most important thing to do right now?,
discounting.10,"If you could get $1000 from the government in a week or $2000 in the government in a month, which would you prefer?",
PFINeighEmpathy.10,"When my neighborhood succeeds, I feel good.",
PFINeighSharedFate.10,My neighborhood and I rise and fall together,
WillingnessNeigh.10,"Someone from your neighborhood is having their house fixed, so it isn't livable. How willing would you be to let them move into your house for a week?",
NBTNeigh.10,Helping someone from my neighborhood when they are in need is the right thing to do.,
PFIHumanityEmpathy.10,"When all of humanity succeeds, I feel good.",
PFIHumanitySharedFate.10,All of humanity and I rise and fall together,
WillingnessHumanity.10,"A person who is not a citizen of your own country is having their house fixed, so it isn't livable. How willing would you be to let them move into your house for a week?",
NBTHumanity.10,Helping a person who is not a citizen of your own country when they are in need is the right thing to do.,
Discounting1.10,Which would you rather receive?,
Discounting2.10,Which would you rather receive?,
Discounting3.10,Which would you rather receive?,
Discounting4.10,Which would you rather receive?,
Discounting5.10,Which would you rather receive?,
Discounting6.10,Which would you rather receive?,
Discounting7.10,Which would you rather receive?,
Discounting8.10,Which would you rather receive?,
Discounting9.10,Which would you rather receive?,
Discounting10.10,Which would you rather receive?,
Discounting11.10,Which would you rather receive?,
Discounting12.10,Which would you rather receive?,
Discounting13.10,Which would you rather receive?,
Discounting14.10,Which would you rather receive?,
Discounting15.10,Which would you rather receive?,
Discounting16.10,Which would you rather receive?,
Discounting17.10,Which would you rather receive?,
Discounting18.10,Which would you rather receive?,
Discounting19.10,Which would you rather receive?,
Discounting20.10,Which would you rather receive?,
Discounting21.10,Which would you rather receive?,
Discounting22.10,Which would you rather receive?,
Discounting23.10,Which would you rather receive?,
Discounting24.10,Which would you rather receive?,
Discounting25.10,Which would you rather receive?,
Discounting26.10,Which would you rather receive?,
Discounting27.10,Which would you rather receive?,
MaskAttitudes1.10,I wear a face mask when going out in public to keep myself from getting sick,
